block,original_tensor_ratio,maximum_within_group_ratio,ratio_reduction
1,327.6081328566703,2.9212687015533447,112.14584015584364
2,874.3610326825332,6.966073513031006,125.51705505934149
5,318.0005910061193,10.305231094360352,30.858171747370957
